sa2_code_2021,median_weekly_rent,uni_share,uni_students,total_students,overseas_share,p_australia_tot,p_tot_tot,intl_student_proxy,suburb
206041117,365,0.6303535856573705,5063,8032,0.6137496247373161,6433,16655,0.3868792766490328,SA2_206041117
206041118,411,0.3550397592950784,1652,4653,0.703027173562254,4601,15493,0.24960259847944197,SA2_206041118
206041119,480,0.3761105626850938,381,1013,0.3278186274509804,3291,4896,0.12329604842924337,SA2_206041119
206041120,401,0.7391304347826086,17,23,0.45454545454545453,42,77,0.33596837944664026,SA2_206041120
206041121,416,0.31994689678061733,964,3013,0.3469520707305724,7017,10745,0.11100623836185589,SA2_206041121
206041124,396,0.7053831874834261,2660,3771,0.42757297519528575,4177,7297,0.30160278812502256,SA2_206041124
206041125,457,0.24388789505068575,409,1677,0.4088432196792776,3797,6423,0.09971191225332413,SA2_206041125
206041503,375,0.4275895925380461,1742,4074,0.6934402924451666,3019,9848,0.2965078520960923,SA2_206041503
206041504,361,0.5691165059306064,5134,9021,0.8390041493775934,2716,16870,0.47749110995505645,SA2_206041504
206041505,376,0.4381849050779441,2839,6479,0.7731978527607362,3549,15648,0.33880362771843336,SA2_206041505
206041506,381,0.4107488702388638,2545,6196,0.5116710366438575,7636,15637,0.21016830023541275,SA2_206041506
206041508,430,0.3559133814547474,641,1801,0.6483057403682501,2273,6463,0.2307406882709874,SA2_206041508
206041509,408,0.44504612916165265,2219,4986,0.675051239053475,5232,16101,0.3004289409265265,SA2_206041509
206041510,390,0.4033519553072626,1083,2685,0.5891753961858716,3059,7446,0.2376450480705024,SA2_206041510
206051128,493,0.2413711021185432,1014,4201,0.3849605055292259,9733,15825,0.0929183414917008,SA2_206051128
206051129,415,0.23578050613881232,941,3991,0.3223107031988123,10042,14818,0.07599458073417248,SA2_206051129
206051130,522,0.17286382664368383,702,4061,0.3433794466403162,10632,16192,0.0593578851370357,SA2_206051130
206051134,384,0.27931722456218133,1260,4511,0.3796875988111048,9809,15813,0.10605328630059678,SA2_206051134
206051511,585,0.22135007849293564,141,637,0.5799685369690614,801,1907,0.1283760811815348,SA2_206051511
206051512,421,0.2516254876462939,774,3076,0.4069101171641153,6935,11693,0.10238895665963109,SA2_206051512
206051513,381,0.27241847826086957,802,2944,0.4571982794973433,6436,11857,0.12454925956415398,SA2_206051513
206051514,392,0.24119947848761408,925,3835,0.4606003752345216,7475,13858,0.11109657029776596,SA2_206051514
206061135,421,0.2982456140350877,714,2394,0.3273350471293916,6280,9336,0.09762624212630977,SA2_206061135
206061136,421,0.3535777385159011,1601,4528,0.36618023955227785,12118,19119,0.12947318099010532,SA2_206061136
206061138,490,0.2779955207166853,993,3572,0.3711881417432255,8145,12953,0.10318864074776678,SA2_206061138
206061515,426,0.43267678398450116,1340,3097,0.5000893495353824,5595,11192,0.21637705146187036,SA2_206061515
206061516,395,0.3272196748645269,785,2399,0.4246906127377,5718,9939,0.1389671242180469,SA2_206061516
206071139,425,0.3654441007512152,827,2263,0.39403609154929575,5507,9088,0.14399816513975588,SA2_206071139
